"sigma_obs","beta_intercept"
0.31689698323843,-0.0986937207697009
0.318318285818874,-0.0844541017751783
0.297834611100026,-0.113569999720563
0.326132110039769,-0.086761584611039
0.306200403473816,-0.0879759322452392
0.325433527928779,-0.126141976097777
0.329136302641554,-0.12395434981033
0.313465979866059,-0.100549010138046
0.287663916599522,-0.0854370624970866
0.336138250199452,-0.130490745726141
0.308889954444799,-0.09483651798226
0.3058314924761,-0.123100029520093
0.315673782571719,-0.101179180760461
0.309653948493905,-0.110676986793088
0.309493517678335,-0.102148364544486
0.304473681122084,-0.117934119769554
0.326632663628269,-0.11340806549039
0.298650922044612,-0.105035363737724
0.280790639234184,-0.170543468693701
0.315599748184452,-0.138612221470069
0.318959045133161,-0.112403499857082
0.330574923870463,-0.0911506877024766
0.291826740860099,-0.123957678057553
0.305232017087276,-0.065085197533573
0.293072630049044,-0.0936046563368785
0.349984395054941,-0.0974398420955731
0.30746678508766,-0.0958151237486043
0.327035047450541,-0.117438208397279
0.332393933688248,-0.114333494880012
0.315090540567475,-0.113976070010695
0.322052539459416,-0.081743990661934
0.313704510134082,-0.0661994361008133
0.313882582875231,-0.0999783011479499
0.320742154500143,-0.130157679261209
0.295302034837384,-0.102278644446199
0.314436992458584,-0.0732562244107942
0.297062590860691,-0.11939793762998
0.286061310658283,-0.120505726728602
0.310335687327657,-0.10949703972266
0.308560548485168,-0.0875897884167836
0.329754261639173,-0.162828702217948
0.303650124576645,-0.126952562833818
0.32741002461763,-0.130023444403245
0.304989169149641,-0.107543974230416
0.28455611484614,-0.0815412648606172
0.314629986726875,-0.0665080705981964
0.331067339620757,-0.133286094639151
0.313216094100972,-0.0988572504151572
0.296522642140655,-0.10246549094407
0.319173619615841,-0.145694247515698
0.329044677529544,-0.10123778804473
0.347263747705578,-0.122308282708586
0.32569792266023,-0.160483937203377
0.305634216941404,-0.0709542823890563
0.300321501846254,-0.133940005340857
0.323215120536891,-0.118351094341613
0.328204516856769,-0.131094882886874
0.323938122266638,-0.145520229745303
0.324425913261817,-0.141261156679296
0.304023053205184,-0.118828327582079
0.32129280780118,-0.114845594740397
0.286118070108692,-0.027694703513135
0.274357264630169,-0.08218744951524
0.28692501846403,-0.109259881017607
0.322897171119064,-0.0552483455445088
0.310900987445666,-0.119523469355669
0.299959310643525,-0.0641505562207869
0.308205170522677,-0.114437320686057
0.281792126141925,-0.114635905703989
0.320103926163968,-0.125851480119872
0.298099200333899,-0.120452760599221
0.295438373758037,-0.0924633849446086
0.292154257304082,-0.0996889391501866
0.30311458863121,-0.117158401118853
0.308436477979479,-0.122839825419582
0.313378831363324,-0.115549480165245
0.31394769835227,-0.116115336685102
0.321839134062589,-0.143439751107481
0.298487356812912,-0.107479298320039
0.283976028166969,-0.115333397819801
0.309343987550111,-0.0927797307626582
0.294761774995315,-0.107521883683006
0.309045257131283,-0.127340162648604
0.297526886741838,-0.110784530963615
0.308330340768872,-0.133432385068245
0.307228309849663,-0.153548340591866
0.305249705845166,-0.0951975224232326
0.303424695712824,-0.132658380345634
0.306069487082959,-0.137374663425274
0.303984497347092,-0.0956246623805241
0.312916498151191,-0.0958689519400046
0.287926297843382,-0.117939248343879
0.324434904776138,-0.134652753996911
0.315645438348487,-0.0849114744319726
0.307529914992484,-0.121330071193779
0.323947335717062,-0.107870761340376
0.305858917469101,-0.143261172627465
0.3031421962376,-0.0917353128918637
0.311523713690589,-0.0754435912423677
0.309327093558633,-0.123562664089303
0.312144733866568,-0.128483125416906
0.320768823984041,-0.120891955147462
0.326363346275256,-0.15720740209365
0.326666210226498,-0.113344790095637
0.323592583975672,-0.0985358067880472
0.321627501222744,-0.111652105825721
0.306379385252019,-0.103076535567319
0.315733908144654,-0.110781178094495
0.335931983418005,-0.113497420249178
0.313266340067491,-0.0994354024018782
0.318818357091296,-0.0969561095272406
0.325870014104636,-0.120108495131696
0.304717475137262,-0.0748026721850698
0.293846711797846,-0.120149809213826
0.302083281379141,-0.124331057360609
0.295747847850656,-0.126286646528161
0.296408954119789,-0.131288030989786
0.279671720967832,-0.111471701118728
